,input,output
36340,COc1cc(COc2cc(NC(=O)c3ccc(N4C[C@H](C)N(C)[C@H](C)C4)cc3)[nH]n2)cc(OC)c1,CCOC(=O)c1ccc(N2C[C@H](C)N(C)[C@H](C)C2)cc1.COc1cc(COc2cc(N)[nH]n2)cc(OC)c1
36341,CON(C)C(=O)c1ccc(Br)cc1F,CNOC.O=C(O)c1ccc(Br)cc1F
36342,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCc2cc(OCc3ccc(F)cc3)ccc2C1,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)O.Fc1ccc(COc2ccc3c(c2)CCNC3)cc1
36343,C=CCCn1c(=O)c(-c2ccc(-c3cncc(C)n3)cc2Cl)cc2cnc(SC)nc21,C=CCCBr.CSc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)[nH]c2n1
36344,CC1(C)OB(c2ccc(CC(N)=O)nc2)OC1(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.NC(=O)Cc1ccc(Br)cn1
36345,O=C1c2ccccc2C(=O)N1CC(F)F,FC(F)CCl.O=C1NC(=O)c2ccccc21
36346,COc1ccc(F)cc1COCCCCl,COc1ccc(F)cc1CCl.OCCCCl
36347,O=C(OCc1ccccc1)N1CCC(O)C1,O=C(Cl)OCc1ccccc1.OC1CCNC1
36348,CC(=O)c1ccc(-c2ccccc2-c2cccc(-c3cc(C(C)(C)S(C)(=O)=O)cc4cccnc34)c2)cc1,CC(=O)c1ccc(B(O)O)cc1.CC(C)(c1cc(-c2cccc(-c3ccccc3Br)c2)c2ncccc2c1)S(C)(=O)=O
36349,CCOC(=O)c1cc(C)c(NC(=O)OCc2ccccc2)c(C)c1,CCOC(=O)c1cc(C)c(N)c(C)c1.O=C(Cl)OCc1ccccc1
36350,NCCn1ccc2cc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)ccc21,CC(C)(C)OC(=O)NCCn1ccc2cc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)ccc21
36351,Cc1nnnn1[C@@H]1C[C@]2(c3ccccc3)N[C@H]1CC[C@H]2OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Cc1nnnn1[C@@H]1C[C@@]2(c3ccccc3)[C@H](OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC[C@@H]1N2Cc1ccccc1
36352,CC(C)c1nsc(N)c1C#N,CC(C)C(N)=C(C#N)C(N)=S
36353,CC(C)(C)[Si](C)(C)Oc1ccc(CC(=O)Nc2ncc(-c3ccc(O[Si](C)(C)C(C)(C)C)cc3)nc2Br)cc1,CC(C)(C)[Si](C)(C)Oc1ccc(-c2cnc(N)c(Br)n2)cc1.CC(C)(C)[Si](C)(C)Oc1ccc(CC(=O)Cl)cc1
36354,Cc1c(O)cccc1C#N,Cc1c(O)cccc1Cl.N#C[Cu]
36355,CC(NC=O)C1CCNCC1,CC(NC=O)c1ccncc1
36356,CCOC(=O)c1ccc(=O)n(CCOC)c1,CCOC(=O)c1ccc(=O)[nH]c1.COCCBr
36357,NC(=O)c1cc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)sc1N,CC(=O)Nc1sc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1C(N)=O
36358,CCC(C(=O)O)c1ccc(N)cc1,CCC(C(=O)O)c1ccc([N+](=O)[O-])cc1
36359,CC(C)n1nc(-c2cc(C(N)=O)cnc2-c2ccccc2)ccc1=O,CC(C)n1nc(-c2cc(C(N)=O)c(Cl)nc2-c2ccccc2)ccc1=O
36360,COc1ccc(F)cc1-c1cc(NC(=O)C2CCN(C(=O)OCc3ccccc3)CC2)ncn1,COc1ccc(F)cc1B(O)O.O=C(Nc1cc(Cl)ncn1)C1CCN(C(=O)OCc2ccccc2)CC1
36361,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)N[C@@H](C)C(C)C)c[n+]1[O-],Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)N[C@@H](C)C(C)C)cn1.O=C(OO)c1cccc(Cl)c1
36362,O=C(Nc1ccc(OCCN2CCOCC2)c2ccccc12)NC1CC1c1ccccc1,Nc1ccc(OCCN2CCOCC2)c2ccccc12.O=C=N[C@@H]1C[C@H]1c1ccccc1
36363,COc1nn(C)c(=O)n1-c1ccsc1CO,COC(=O)c1sccc1-n1c(OC)nn(C)c1=O
36364,CC(Oc1ccc(CNC(=O)c2cccnc2Oc2ccc(F)cc2)c(F)c1)C(=O)OC(C)(C)C,CC(Oc1ccc(CN)c(F)c1)C(=O)OC(C)(C)C.O=C(O)c1cccnc1Oc1ccc(F)cc1
36365,O=C(c1ccccc1)c1ccc(OCCOc2ccc(-c3nc4ccccc4s3)cc2)cc1O,O=C(c1ccccc1)c1ccc(OCCBr)cc1O.Oc1ccc(-c2nc3ccccc3s2)cc1
36366,COCCOc1ccc2c(c1)[nH]c1c(C(N)=O)ncc(-c3cccc(Nc4ncnc5ccccc45)c3C)c12,COCCOc1ccc2c(c1)[nH]c1c(C(N)=O)ncc(-c3cccc(N)c3C)c12.Clc1ncnc2ccccc12
36367,COc1cnc(C2CCOCC2)c2sc(NC(=O)c3ccnc(C)c3)nc12,COc1cnc(C2CCOCC2)c2sc(N)nc12.Cc1cc(C(=O)O)ccn1
36368,CCCCCc1ccc(Br)cc1,CCCCC(=O)c1ccc(Br)cc1
36369,Cc1cccc(OCCCN2CCC(C(O)(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c1,Cc1cccc(OCCCCl)c1.OC(c1ccc(F)cc1)(c1ccc(F)cc1)C1CCNCC1
36370,COc1nc2ccc(C)cc2nc1N,C[O-].Cc1ccc2nc(Cl)c(N)nc2c1
36371,CN1CCN(C(=O)c2ccc(-c3ccc(C=C4SC(=S)NC4=O)o3)cc2)CC1,CN1CCNCC1.O=C1NC(=S)SC1=Cc1ccc(-c2ccc(C(=O)O)cc2)o1
36372,CCc1cc(C(=O)c2ccccc2Cl)cc(Br)c1OC,CCc1cc(C(=O)c2ccccc2Cl)cc(Br)c1O.CI
36373,CCCCC1(CC)CN(c2ccccc2)c2cc(OCC(=O)O)ccc2S(=O)(=O)C1,CCCCC1(CC)CN(c2ccccc2)c2cc(OCC(=O)OCC)ccc2S(=O)(=O)C1
36374,CCN(CC)c1ccc([N+](=O)[O-])cn1,CCNCC.O=[N+]([O-])c1ccc(Cl)nc1
36375,COc1cccc(CC2CN(S(=O)(=O)c3cccs3)CCN2c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)n1,COc1cccc(CC2CN(S(=O)(=O)c3cccs3)CCN2)n1.OC(c1ccc(Br)cc1)(C(F)(F)F)C(F)(F)F
36376,COC(=O)c1ccc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)cc1,COC(=O)c1ccc(B(O)O)cc1.Cc1nc(N2N=C(Cl)C[C@@H]2C2CCCC2)ccc1C#N
36377,CCOC(=O)Cn1nc2ccc(OCCCN3CCC(OC(c4ccccc4)c4ccccc4)CC3)nn2c1=O,CCOC(=O)CBr.O=c1[nH]nc2ccc(OCCCN3CCC(OC(c4ccccc4)c4ccccc4)CC3)nn12
36378,Cc1ccc(S(=O)(=O)OCC[C@]2(O)CCc3cc(F)ccc3[C@H]2C(C)C)cc1,CC(C)[C@@H]1c2ccc(F)cc2CC[C@@]1(O)CCO.Cc1ccc(S(=O)(=O)Cl)cc1
36379,CC(C)=CCC/C(C)=C/CCC(C)=CCC/C(C)=C/CCC(=O)N1CCN(C)CC1,CN1CCNCC1.COC(=O)CC/C=C(\C)CCC=C(C)CC/C=C(\C)CCC=C(C)C
36380,COc1ccccc1CCC(=O)Nc1sc2c(c1C#N)CCN(C(=O)OC(C)(C)C)C2,CC(C)(C)OC(=O)N1CCc2c(sc(N)c2C#N)C1.COc1ccccc1CCC(=O)O
36381,COc1cc(C)cc2c(Br)ccc(OC(C)C)c12,COc1cc(CBr)cc2c(Br)ccc(OC(C)C)c12
36382,CCOC(=O)c1ccc(OCCCN)cc1,CCOC(=O)c1ccc(OCCCN2C(=O)c3ccccc3C2=O)cc1
36383,C#CCOC(C(=O)Nc1cnccc1-c1ccc(OC)c(OC)c1)c1ccc(Cl)cc1,C#CCOC(C(=O)Cl)c1ccc(Cl)cc1.COc1ccc(-c2ccncc2N)cc1OC
36384,COc1cc(Cl)ccc1CC1(O)CCNCC1,COc1cc(Cl)ccc1CC1(O)CCN(C(=O)OC(C)(C)C)CC1
36385,CC(C)(C)c1ccc(Oc2nnc(Cl)cc2O)cc1,CC(C)(C)c1ccc(O)cc1.Oc1cc(Cl)nnc1Cl
36386,C[C@H](CO)Nc1nc(Nc2ccc(S(C)(=O)=NC(=O)NC3CCCC3)cc2)ncc1-c1cccs1,CS(=O)(=NC(=O)NC1CCCC1)c1ccc(N)cc1.C[C@H](CO)Nc1nc(Cl)ncc1-c1cccs1
36387,COC(=O)c1c(C)c2cnc(Cl)nc2n1C1CCCC1,CC#CC(=O)OC.Clc1ncc(Br)c(NC2CCCC2)n1
36388,CC(C)(C)OC(=O)NCCCNc1ccc2ncc(Br)n2n1,CC(C)(C)OC(=O)NCCCN.Clc1ccc2ncc(Br)n2n1
36389,Oc1nc(C(F)(F)F)ccc1Cc1nnc2cc(-c3ccc(Cl)cc3)c(-c3ccccc3Cl)nn12,COc1nc(C(F)(F)F)ccc1Cc1nnc2cc(-c3ccc(Cl)cc3)c(-c3ccccc3Cl)nn12
36390,COC(=O)c1ccc(C)cc1,CO.Cc1ccc(C(=O)Cl)cc1
36391,Cn1ncc2c(-c3ccc(N)cc3)cc(CS(C)(=O)=O)nc21,Cn1ncc2c(-c3ccc([N+](=O)[O-])cc3)cc(CS(C)(=O)=O)nc21
36392,O=C(O)C(O)c1ccc(OCc2ccccc2)c(CCOCc2ccccc2)c1,CCOC(=O)C(O)c1ccc(OCc2ccccc2)c(CCOCc2ccccc2)c1
36393,COc1ccc(CN2C[C@H]3C[C@@H](c4ccc(N(C)C)c5ccccc45)N4C(=O)N(CCN5CCOCC5)C(=O)C34C2)cc1[N+](=O)[O-],CN(C)c1ccc([C@@H]2C[C@@H]3CNCC34C(=O)N(CCN3CCOCC3)C(=O)N24)c2ccccc12.COc1ccc(C=O)cc1[N+](=O)[O-]
36394,COCCCNc1nc(Nc2ccc(F)c(Cl)c2)ncc1-c1nc(-c2ccncc2)cs1,COCCCNc1nc(Nc2ccc(F)c(Cl)c2)ncc1C(N)=S.O=C(CBr)c1ccncc1
36395,CCOC(=O)CCCNC(=O)c1ccc(C#N)cc1,CCOC(=O)CCCN.N#Cc1ccc(C(=O)O)cc1
36396,C=C(C)C(=O)OCCCCOC(=O)C1CCC(CCC)CC1,C=C(C)C(=O)O.CCCC1CCC(C(=O)OCCCCBr)CC1
36397,COC(=O)C1(NC(=O)OC(C)(C)C)CC(OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)CCCCCCCCCCC(=O)O)C1,COC(=O)C1(NC(=O)OC(C)(C)C)CC(OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)CC(I)CCCCCCCCC(=O)O)C1
36398,C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)NC3CC3)cc2F)nc2c1CNC2,C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)NC3CC3)cc2F)nc2c1CN(C(=O)OC(C)(C)C)C2
36399,COCCNc1ccc(-c2ccccc2)cc1[N+](=O)[O-],COCCN.O=[N+]([O-])c1cc(-c2ccccc2)ccc1F
36400,CCN(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3cc4c(s3)C(=O)NCC4)c2)nc1,CCN(C)S(=O)(=O)c1ccc([Sn](C)(C)C)nc1.Nc1ncc(Br)cc1-c1cc2c(s1)C(=O)NCC2
36401,O=C(NC1(C(F)(F)F)CC1)c1cnc(Cl)cn1,NC1(C(F)(F)F)CC1.O=C(O)c1cnc(Cl)cn1
36402,CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)O)c1Cl,CCCS(=O)(=O)Cl.Nc1ccc(Cl)c(C(=O)O)c1Cl
36403,Cc1ccc(-c2cc(C(=O)N[C@H](C)CN3CCOCC3)cc(-c3cccc(F)c3F)c2)nc1,C[C@@H](N)CN1CCOCC1.Cc1ccc(-c2cc(C(=O)O)cc(-c3cccc(F)c3F)c2)nc1
36404,COC(=O)[C@H](CO)NC(=O)c1ncn2c1CN(C)C(=O)c1c(Cl)cccc1-2,CN1Cc2c(C(=O)O)ncn2-c2cccc(Cl)c2C1=O.COC(=O)[C@@H](N)CO
36405,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2O)cc1,CN(C)CCCl.COc1ccc([C@@H]2Sc3ccccc3NC(=O)[C@@H]2O)cc1
36406,CC(=CCOC(=O)c1ccccc1)CBr,CC(=CCBr)CBr.O=C([O-])c1ccccc1
36407,CCOc1ccc(Br)c(C)n1,CC[O-].Cc1nc(F)ccc1Br
36408,CC(C)CC(NC(=O)c1ccc2c(Cl)cnc(NC(=N)N)c2c1)C(=O)OC(C)(C)C,CC(C)CC(NC(=O)c1ccc2c(Cl)cnc(Cl)c2c1)C(=O)OC(C)(C)C.N=C(N)N
36409,COC1=C(OC)C(=O)C2=C(CCC(CCOc3cc(OC)cc(OC)c3)CC2)C1=O,COC1=C(OC)C(=O)C2=C(CCC(CCO)CC2)C1=O.COc1cc(O)cc(OC)c1
36410,CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(C)CSC12)c1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1,CC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)C(N)C2SC1.CON=C(C(=O)O)c1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1
36411,CCOC(=O)CC(=O)c1ccc(Cl)nc1Cl,CCOC(=O)C(C(=O)OCC)C(=O)c1ccc(Cl)nc1Cl
36412,Cc1oc(-c2ccccc2)nc1CCO,COC(=O)Cc1nc(-c2ccccc2)oc1C
36413,COc1ccc2c(c1OC)CCN(C(=O)c1nc(-c3ccc(Cl)cc3)nc3ccccc13)C2,COc1ccc2c(c1OC)CCNC2.O=C(O)c1nc(-c2ccc(Cl)cc2)nc2ccccc12
36414,CC(=O)NCC=C1CCc2c(F)cc3nn(C)cc3c21,CC(=O)OC(C)=O.Cn1cc2c3c(c(F)cc2n1)CCC3=CCN
36415,CC1c2cccc(N)c2CCN1C,CC1c2cccc(N)c2C=CN1C
36416,CCOc1ccc2c(C)c(CCN3CCN(c4ccccc4OC)CC3)c(=O)oc2c1OCC,CCOc1ccc2c(C)c(CCCl)c(=O)oc2c1OCC.COc1ccccc1N1CCNCC1
36417,Cc1c(C(=O)O)sc(NC(=O)OC(C)(C)C)c1C#N,COC(=O)c1sc(NC(=O)OC(C)(C)C)c(C#N)c1C
36418,COc1cc(N2CCN(C)CC2)ccc1Nc1nc(Cc2c(Cl)cccc2Cl)cc2cc[nH]c(=O)c12,COc1cc(N2CCN(C)CC2)ccc1Nc1nc(Cl)cc2cc[nH]c(=O)c12.Clc1cccc(Cl)c1C[Zn+]
36419,CCCCCCCCCCCCCCCCCCNC(=O)OCC1CC=CCC1C(=O)NCCN1CCCCC1,CCCCCCCCCCCCCCCCCCN=C=O.O=C(NCCN1CCCCC1)C1CC=CCC1CO
36420,CO[C@@H]1COCC[C@@H]1N[C@@H]1C[C@H]2CN(c3nccs3)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,Brc1nccs1.CO[C@@H]1COCC[C@@H]1N[C@@H]1C[C@H]2CNC[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1
36421,O=C(Nc1ccc(Cl)cc1)OC1COC(c2ccccc2)=NC1c1ccccc1,O=C=Nc1ccc(Cl)cc1.OC1COC(c2ccccc2)=NC1c1ccccc1
36422,CCCc1c(OCc2cccc(C(=O)OC)n2)ccc(C(C)=O)c1O,CCCc1c(O)ccc(C(C)=O)c1O.COC(=O)c1cccc(CO)n1
36423,C#Cc1cc(OC)c(OCCO)c(C2NC(=O)CC(c3cccc(Cl)c3)C23C(=O)Nc2cc(Cl)ccc23)c1,C#C[Si](C)(C)C.COc1cc(I)cc(C2NC(=O)CC(c3cccc(Cl)c3)C23C(=O)Nc2cc(Cl)ccc23)c1OCCO
36424,COc1ccc(C#N)c(F)c1,CI.N#Cc1ccc(O)cc1F
36425,N[C@@H](CC(=O)N1Cc2ccccc2-n2nnc(-c3ccc(F)cc3)c2C1)Cc1cc(F)c(F)cc1F,CC(C)(C)OC(=O)NC(CC(=O)N1Cc2ccccc2-n2nnc(-c3ccc(F)cc3)c2C1)Cc1cc(F)c(F)cc1F
36426,FC(F)(F)COc1ccc(Br)cn1,Brc1ccc(Br)nc1.OCC(F)(F)F
36427,Cc1cc(N2CCN(C(=O)Nc3ccccc3)CC2)ccc1NC(=O)c1nc[nH]c1C(=O)Nc1nc2ccccc2[nH]1,Cc1cc(N2CCNCC2)ccc1NC(=O)c1nc[nH]c1C(=O)Nc1nc2ccccc2[nH]1.O=C=Nc1ccccc1
36428,CCc1n[nH]c2ccc(Nc3nnc(Cc4cccc(OC)c4)o3)cc12,C=Cc1n[nH]c2ccc(Nc3nnc(Cc4cccc(OC)c4)o3)cc12
36429,COC(=O)CCc1ccc(C2=C(OC)CN(c3ccc(C(=N)NC(=O)OC)cc3)C2=O)cc1,COC(=O)CCc1ccc(C2=C(OC)CN(c3ccc(C(=N)N)cc3)C2=O)cc1.COC(=O)Cl
36430,Fc1ccc2[nH]cc([C@H]3CC[C@H](NCc4ccccc4)CC3)c2c1,NCc1ccccc1.O=C1CCC(c2c[nH]c3ccc(F)cc23)CC1
36431,COc1ccc(N(Cc2cccnc2)c2ccc(N)c(C(=O)O)c2)cc1OC1CCCC1,COc1ccc(N(Cc2cccnc2)c2ccc([N+](=O)[O-])c(C(=O)O)c2)cc1OC1CCCC1
36432,COc1ccc(/C(=N\O)c2ccccc2F)c(O)c1Cl,COc1ccc(C(=O)c2ccccc2F)c(O)c1Cl.NO
36433,COc1c(OCCCS(=O)(=O)N2CCOCC2)ccc2c1N=C(NC(=O)c1ccc(N)nc1)N1CCN=C21,COc1c(OCCCS(=O)(=O)N2CCOCC2)ccc2c1N=C(N)N1CCN=C21.Nc1ccc(C(=O)O)cn1
36434,CCOC(=O)C1CN(Cc2ccccc2)CC1c1ccc(N)cc1,CCOC(=O)C1CN(Cc2ccccc2)CC1c1ccc([N+](=O)[O-])cc1
36435,C#CCn1c(=O)n(C(C)C)c2ccc(-c3ncc(C(F)(F)F)cc3Cl)cc21,C#CCBr.CC(C)n1c(=O)n(C)c2cc(-c3ncc(C(F)(F)F)cc3Cl)ccc21
36436,CCNC(=O)Nc1cc(-c2nc(-c3ccccc3)cs2)c(-c2cncc(C(=O)OCC)c2)cn1,CCNC(=O)Nc1cc(-c2nc(-c3ccccc3)cs2)c(Br)cn1.CCOC(=O)c1cncc(B2OC(C)(C)C(C)(C)O2)c1
36437,Cc1cc(C2CCC2)[nH]c(=O)c1CN,Cc1cc(C2CCC2)[nH]c(=O)c1CNC(=O)OC(C)(C)C
36438,CNC(=O)c1c(C(N)=O)nc2n1CCOc1ccc(C#CC3(O)CCC3)cc1-2,C#CC1(O)CCC1.CNC(=O)c1c(C(N)=O)nc2n1CCOc1ccc(Br)cc1-2
36439,O=C1c2ccccc2C(=O)N1C[C@@H]1[C@H]2CC(F)(F)C[C@H]2CN1Cc1ccccc1,O=C1NC(=O)c2ccccc21.OCC1C2CC(F)(F)CC2CN1Cc1ccccc1
36440,CC(C)(C)OC(=O)N1CCN(CCCOc2ccc(N)c(C(F)(F)F)c2)CC1,CC(C)(C)OC(=O)N1CCN(CCCOc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)CC1
36441,CC(=NO)c1cccc(C(=O)O)c1,CC(=O)c1cccc(C(=O)O)c1.NO
36442,CC1CCCCC1OC(=O)c1cc(NC(=O)c2ccccc2)ccc1Cl,CC1CCCCC1OC(=O)c1cc(N)ccc1Cl.O=C(Cl)c1ccccc1
36443,CC(C)(C)OC(=O)N1CCN(c2cc(Cl)cc3c2OCCN3S(=O)(=O)c2ccccc2)CC1,CC(C)(C)OC(=O)N1CCNCC1.O=S(=O)(c1ccccc1)N1CCOc2c(Br)cc(Cl)cc21
36444,CCc1ccsc1C(=O)O,CCc1ccsc1C(=O)OC
36445,COC(=O)CCCCCNC(=O)c1ccccn1,COC(=O)CCCCCN.O=C(O)c1ccccn1
36446,Nc1ccc(-c2nc(N3CCOCC3)c3cc(CN4CCN(C(=O)CO)CC4)sc3n2)cn1,CC1(C)OB(c2ccc(N)nc2)OC1(C)C.O=C(CO)N1CCN(Cc2cc3c(N4CCOCC4)nc(Cl)nc3s2)CC1
36447,CC(=O)Nc1cccc(N2CCN(CCc3nn(C)c(=O)n3CC3CCCCC3)CC2)c1,CC(=O)OC(C)=O.Cn1nc(CCN2CCN(c3cccc(N)c3)CC2)n(CC2CCCCC2)c1=O
36448,Cc1cccc(C)c1N1CCC(CO)C1,Cc1cccc(C)c1Br.OCC1CCNC1
36449,CS(=O)(=O)Oc1cccc(-c2ccc(O)c(N3CC(=O)NS3(=O)=O)c2)c1,CS(=O)(=O)Oc1cccc(-c2ccc(OCc3ccccc3)c(N3CC(=O)NS3(=O)=O)c2)c1
36450,COC(=O)c1ccc(-c2ccc(N)cc2)o1,COC(=O)c1ccc(-c2ccc(NC(=O)OC(C)(C)C)cc2)o1
36451,CCc1ccc(C(=NO)c2ccc(Cl)cc2)c(O)c1,CCc1ccc(C(=O)c2ccc(Cl)cc2)c(O)c1.NO
36452,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3ncnc4cc(OCc5ccccc5)ccc34)c2)no1,CC(C)(C)c1cc(NC(=O)Nc2cccc(O)c2)no1.Clc1ncnc2cc(OCc3ccccc3)ccc12
36453,COc1cc2cc(Nc3cc(C)[nH]n3)nc(OC(C)C)c2cc1C(=O)N(C)C,CC(C)O.COc1cc2cc(Nc3cc(C)[nH]n3)nc(Cl)c2cc1C(=O)N(C)C
36454,CCCS(=O)(=O)NCCC1CCCCC1,CCCS(=O)(=O)Cl.NCCC1CCCCC1
36455,Cn1c(=O)[nH]c2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nc(N3CCC3)c21,C1CNC1.Cn1c(=O)[nH]c2nc(-c3nn(Cc4ccccc4F)c4ncccc34)nc(I)c21
36456,CC(C=CCOC(=O)c1ccc(C(N)=O)cc1)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CC(C=CCO)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1.NC(=O)c1ccc(C(=O)O)cc1
36457,Fc1ccc(-c2cncc(CNCC3CCc4ccccc4O3)c2)cc1,NCC1CCc2ccccc2O1.O=Cc1cncc(-c2ccc(F)cc2)c1
36458,CCc1cc(C(=O)NCc2cccc(N)c2)c(NC(=O)C2CCC(C(=O)O)CC2)s1,CCc1cc(C(=O)NCc2cccc([N+](=O)[O-])c2)c(NC(=O)C2CCC(C(=O)O)CC2)s1
36459,O=C(Nc1ccn(Cc2ccc(Cl)cc2OCc2ccccc2)n1)c1c(F)cccc1F,Clc1ccc(CBr)c(OCc2ccccc2)c1.O=C(Nc1cc[nH]n1)c1c(F)cccc1F
36460,CCCCCC1(/C=C/c2ccc(C(=O)OCC)cc2)CC2=C(C1)C(C)(C)CCC2(C)C,CCCCCC1(C=O)CC2=C(C1)C(C)(C)CCC2(C)C.CCOC(=O)c1ccc(CP(=O)(OCC)OCC)cc1
36461,COc1ccc(Cn2nnnc2/C=C/c2c(N3CCN(C(=O)CCNC(=O)OC(C)(C)C)CC3)nc3cc(C(=O)Nc4nc(C(C)(C)C)cs4)ccn3c2=O)cc1,CC(C)(C)OC(=O)NCCC(=O)O.COc1ccc(Cn2nnnc2/C=C/c2c(N3CCNCC3)nc3cc(C(=O)Nc4nc(C(C)(C)C)cs4)ccn3c2=O)cc1
36462,Cc1[nH]c(-c2ccccc2NCC2CCNCC2)cc1C(N)=O,Cc1[nH]c(-c2ccccc2NCC2CCN(C(=O)OC(C)(C)C)CC2)cc1C(N)=O
36463,Cc1cccc(-n2nc(C)cc2N2C[C@H](S(=O)(=O)c3ccccc3C(F)(F)F)C[C@H]2C(=O)O)c1,COC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2C(F)(F)F)CN1c1cc(C)nn1-c1cccc(C)c1
36464,Cc1ccc2cccnc2n1,Nc1ncccc1C=O.O=C(O)[C@@H]1CCCN1
36465,N#CCn1c(C2CC2)cc2c(C(F)(F)F)c(C#N)ccc21,N#CCBr.N#Cc1ccc2[nH]c(C3CC3)cc2c1C(F)(F)F
36466,CS(=O)(=O)c1cccc(-c2nnc(-c3cc(C(=O)O)nn3-c3ccccc3Cl)o2)c1,COC(=O)c1cc(-c2nnc(-c3cccc(S(C)(=O)=O)c3)o2)n(-c2ccccc2Cl)n1
36467,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@@H](C)C(=O)NCCO)c34)cc2C)cn1,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@@H](C)C(=O)O)c34)cc2C)cn1.NCCO
36468,O=C(CC[C@@H](C(=O)OCc1ccccc1)n1c2ccccc2c2ccccc21)OCCO,O=C(O)CC[C@@H](C(=O)OCc1ccccc1)n1c2ccccc2c2ccccc21.OCCO
36469,N#Cc1ccc(-c2noc(-c3cn4cc(C(F)(F)F)cc(Cl)c4n3)n2)c(Cl)c1,NC(=O)c1ccc(-c2noc(-c3cn4cc(C(F)(F)F)cc(Cl)c4n3)n2)c(Cl)c1
36470,Cc1noc(-c2ccc(Br)cc2)c1C(=O)N1CCN(S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1,Cc1noc(-c2ccc(Br)cc2)c1C(=O)O.O=S(=O)(c1ccc(Cl)c(Cl)c1)N1CCNCC1
36471,CCN(CC)c1cccc2nc(C(O)c3ccc(Cl)cc3Cl)n(CCCO)c12,CCN(CC)c1cccc2nc(C(O)c3ccc(Cl)cc3Cl)n(CCC(=O)OC)c12
36472,CCN1c2ncccc2C(=O)Nc2c(C)cc(OC)nc21,CCNc1ncccc1C(=O)Nc1c(C)cc(OC)nc1Br
36473,CCOC(=O)C1CCN(C(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCOC(=O)C1CCNCC1
36474,CCCNCC#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,CCCN.CS(=O)(=O)OCC#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1
36475,COC(=O)C=CCC(CCC#N)(c1ccccc1)c1ccccc1,COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.N#CCCC(CC=O)(c1ccccc1)c1ccccc1
36476,COc1ccccc1NC(=S)N1CCC(=O)C(C(c2ccccc2)c2ccccc2)C1,COc1ccccc1N=C=S.O=C1CCNCC1C(c1ccccc1)c1ccccc1
36477,COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(=O)oc2c1OCc1ccc([N+](=O)[O-])cc1,COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(=O)oc2c1O.O=[N+]([O-])c1ccc(CBr)cc1
36478,COc1cccc(C2OC(CC(=O)N3CCOCC3)c3nnc(C(C)C)n3-c3ccc(Cl)cc32)c1OC,C1COCCN1.COc1cccc(C2OC(CC(=O)O)c3nnc(C(C)C)n3-c3ccc(Cl)cc32)c1OC
