Dataset_ID,A_GHz,B_GHz,C_GHz,Dipole_Debye,Polarizability_Bohr3,HOMO_Hartree,LUMO_Hartree,Gap_Hartree,R2_Bohr2,ZPVE_Hartree,U_298K_Hartree,H_298K_Hartree,G_298K_Hartree,Cv_cal_mol_K,SMILES,InChI
gdb_1866,5.40475,1.93763,1.51858,2.8932,64.05,-0.2344,-0.0117,0.2228,821.8412,0.148652,-309.763576,-309.75657,-309.755626,-309.794547,CC1CCC(=O)C1,"InChI=1S/C6H10O/c1-5-2-3-6(7)4-5/h5H,2-4H2,1H3"
gdb_1867,5.34973,2.07798,1.59924,3.896,61.28,-0.2359,0.0378,0.2737,781.0318,0.138466,-325.835955,-325.829144,-325.8282,-325.866649,CC1CCC(=O)N1,"InChI=1S/C5H9NO/c1-4-2-3-5(7)6-4/h4H,2-3H2,1H3,(H,6,7)"
gdb_1868,4.85801,2.2978,1.8349,4.3568,56.59,-0.2622,0.0169,0.2791,716.7479,0.126049,-345.713205,-345.706638,-345.705693,-345.743788,CC1CCC(=O)O1,"InChI=1S/C5H8O2/c1-4-2-3-5(6)7-4/h4H,2-3H2,1H3"
gdb_1869,5.87842,1.96118,1.5538,3.8461,60.89,-0.2362,0.0379,0.2741,793.3054,0.138559,-325.833302,-325.826478,-325.825534,-325.863985,CC1CNC(=O)C1,"InChI=1S/C5H9NO/c1-4-2-5(7)6-3-4/h4H,2-3H2,1H3,(H,6,7)"
gdb_1870,5.03875,2.28628,1.86658,4.045,57.,-0.2446,0.0632,0.3078,707.6316,0.127728,-341.892484,-341.88592,-341.884976,-341.922752,CC1CNC(=O)N1,"InChI=1S/C4H8N2O/c1-3-2-5-4(7)6-3/h3H,2H2,1H3,(H2,5,6,7)"
gdb_1871,5.73693,2.21815,1.70552,4.9124,53.69,-0.2604,0.0537,0.3141,720.3875,0.115126,-361.773017,-361.766571,-361.765626,-361.803395,CC1CNC(=O)O1,"InChI=1S/C4H7NO2/c1-3-2-5-4(6)7-3/h3H,2H2,1H3,(H,5,6)"
gdb_1872,6.03552,1.98423,1.57826,3.2473,61.95,-0.2542,0.0328,0.287,789.4531,0.138297,-325.807242,-325.800516,-325.799571,-325.837836,CC1COC(=N)C1,"InChI=1S/C5H9NO/c1-4-2-5(6)7-3-4/h4,6H,2-3H2,1H3"
gdb_1873,5.19758,2.38047,1.91572,4.3275,54.71,-0.2522,0.0577,0.3099,686.5178,0.114565,-361.740062,-361.733629,-361.732685,-361.770605,CC1COC(=N)O1,"InChI=1S/C4H7NO2/c1-3-2-6-4(5)7-3/h3,5H,2H2,1H3"
gdb_1874,6.08998,1.98634,1.58363,4.4525,56.82,-0.2631,0.0158,0.2789,770.8415,0.126141,-345.709596,-345.703023,-345.702079,-345.740109,CC1COC(=O)C1,"InChI=1S/C5H8O2/c1-4-2-5(6)7-3-4/h4H,2-3H2,1H3"
gdb_1875,5.13436,2.31829,1.88877,5.0028,53.3,-0.2613,0.0538,0.3151,690.2779,0.115264,-361.770383,-361.763991,-361.763047,-361.800705,CC1COC(=O)N1,"InChI=1S/C4H7NO2/c1-3-2-7-4(6)5-3/h3H,2H2,1H3,(H,5,6)"
gdb_1876,5.93197,2.23861,1.73449,5.2552,50.06,-0.2898,0.0421,0.3319,700.9639,0.102611,-381.648857,-381.642579,-381.641635,-381.679327,CC1COC(=O)O1,"InChI=1S/C4H6O3/c1-3-2-6-4(5)7-3/h3H,2H2,1H3"
gdb_1877,5.25222,2.34589,1.87554,2.1299,54.72,-0.2682,0.0221,0.2903,691.6663,0.113906,-361.73284,-361.726264,-361.725319,-361.763621,CC1OCC(=N)O1,"InChI=1S/C4H7NO2/c1-3-6-2-4(5)7-3/h3,5H,2H2,1H3"
gdb_1878,5.8367,2.25619,1.73848,2.9586,50.43,-0.2728,0.0037,0.2765,698.5175,0.101746,-381.635881,-381.629515,-381.628571,-381.666299,CC1OCC(=O)O1,"InChI=1S/C4H6O3/c1-3-6-2-4(5)7-3/h3H,2H2,1H3"
gdb_1879,4.7878,2.22821,1.84311,2.3608,60.05,-0.211,-0.0175,0.1935,728.8912,0.137146,-325.78932,-325.782467,-325.781523,-325.820263,CN1CCC(=O)C1,"InChI=1S/C5H9NO/c1-6-3-2-5(7)4-6/h2-4H2,1H3"
gdb_1880,5.59112,1.96604,1.53851,2.2377,56.85,-0.2381,-0.0172,0.2209,771.382,0.125144,-345.686487,-345.679746,-345.678801,-345.717243,OC1CCC(=O)C1,"InChI=1S/C5H8O2/c6-4-1-2-5(7)3-4/h4,6H,1-3H2"
gdb_1881,4.95313,2.2523,1.85288,4.9008,53.8,-0.2388,0.0378,0.2766,692.3753,0.114863,-361.755551,-361.749005,-361.748061,-361.786087,OC1CNC(=O)C1,"InChI=1S/C4H7NO2/c6-3-1-4(7)5-2-3/h3,6H,1-2H2,(H,5,7)"
gdb_1882,4.88189,2.32789,1.93628,4.1525,54.78,-0.255,0.0311,0.286,681.0938,0.114594,-361.72914,-361.722725,-361.721781,-361.759506,OC1COC(=N)C1,"InChI=1S/C4H7NO2/c5-4-1-3(6)2-7-4/h3,5-6H,1-2H2"
gdb_1883,4.96724,2.32689,1.93137,5.0903,49.8,-0.2661,0.0143,0.2803,664.8513,0.102459,-381.631601,-381.625358,-381.624414,-381.661856,OC1COC(=O)C1,"InChI=1S/C4H6O3/c5-3-1-4(6)7-2-3/h3,5H,1-2H2"
gdb_1884,4.90852,2.00356,1.61528,2.0953,66.41,-0.2397,0.0186,0.2583,810.2611,0.148823,-309.737951,-309.730634,-309.72969,-309.769209,CC1=CC(O)CC1,"InChI=1S/C6H10O/c1-5-2-3-6(7)4-5/h4,6-7H,2-3H2,1H3"
gdb_1885,5.13505,1.89288,1.4927,0.2785,74.16,-0.2244,0.0345,0.2589,885.4255,0.172142,-273.812881,-273.805312,-273.804368,-273.84417,CC1CCC(C)=C1,"InChI=1S/C7H12/c1-6-3-4-7(2)5-6/h5-6H,3-4H2,1-2H3"
gdb_1886,5.46651,2.11473,1.68252,1.1078,61.96,-0.2397,0.0312,0.2709,778.6217,0.137115,-325.81005,-325.802785,-325.801841,-325.841588,CC1COC(C)=N1,"InChI=1S/C5H9NO/c1-4-3-7-5(2)6-4/h4H,3H2,1-2H3"
gdb_1887,5.46976,1.97827,1.59671,1.7015,67.26,-0.2254,0.0239,0.2494,821.9987,0.147795,-309.734363,-309.726916,-309.725972,-309.765752,CC1OCC(C)=C1,"InChI=1S/C6H10O/c1-5-3-6(2)7-4-5/h3,6H,4H2,1-2H3"
gdb_1888,3.78471,2.50825,2.11449,1.6322,59.98,-0.2407,0.0706,0.3113,709.7029,0.148644,-346.861074,-346.853813,-346.852869,-346.892385,CC1CC(O)CO1,"InChI=1S/C5H10O2/c1-4-2-5(6)3-7-4/h4-6H,2-3H2,1H3"
gdb_1889,4.95486,1.79185,1.44223,0.1533,74.22,-0.299,0.0815,0.3805,929.9492,0.196059,-275.0143,-275.006377,-275.005433,-275.046602,CC1CCC(C)C1,"InChI=1S/C7H14/c1-6-3-4-7(2)5-6/h6-7H,3-5H2,1-2H3"
gdb_1890,4.81663,2.02164,1.57387,1.2058,67.6,-0.2459,0.0852,0.3311,851.3752,0.172079,-310.942587,-310.934911,-310.933967,-310.974709,CC1CCC(C)O1,"InChI=1S/C6H12O/c1-5-3-4-6(2)7-5/h5-6H,3-4H2,1-2H3"
gdb_1891,4.48326,1.94944,1.64679,1.6282,66.54,-0.2545,0.0659,0.3204,833.71,0.17255,-310.937644,-310.930087,-310.929143,-310.969737,CC1CCC(O)C1,"InChI=1S/C6H12O/c1-5-2-3-6(7)4-5/h5-7H,2-4H2,1H3"
gdb_1892,5.34368,1.86376,1.52908,1.5746,67.48,-0.2369,0.085,0.3219,868.0234,0.172026,-310.938181,-310.9305,-310.929556,-310.970011,CC1COC(C)C1,"InChI=1S/C6H12O/c1-5-3-6(2)7-4-5/h5-6H,3-4H2,1-2H3"
gdb_1893,5.25046,2.0867,1.65872,1.131,60.71,-0.251,0.0914,0.3423,795.1278,0.14806,-346.869123,-346.861667,-346.860723,-346.900929,CC1COC(C)O1,"InChI=1S/C5H10O2/c1-4-3-6-5(2)7-4/h4-5H,3H2,1-2H3"
gdb_1894,4.38502,2.08807,1.76784,2.5769,59.69,-0.2565,0.0723,0.3287,764.2333,0.149223,-346.861635,-346.854448,-346.853504,-346.893055,OC1CCC(O)C1,"InChI=1S/C5H10O2/c6-4-1-2-5(7)3-4/h4-7H,1-3H2"
gdb_1895,3.51483,2.91994,2.19637,1.4419,64.38,-0.2481,0.0747,0.3228,686.904,0.148548,-309.67203,-309.665257,-309.664313,-309.702169,CC12CC(C1)C2O,"InChI=1S/C6H10O/c1-6-2-4(3-6)5(6)7/h4-5,7H,2-3H2,1H3"
gdb_1896,3.71564,3.07505,2.30073,1.7143,57.21,-0.2485,0.0843,0.3328,639.2956,0.124503,-345.59241,-345.586031,-345.585087,-345.622228,CC12CC(O1)C2O,"InChI=1S/C5H8O2/c1-5-2-3(7-5)4(5)6/h3-4,6H,2H2,1H3"
gdb_1897,3.45151,2.83173,2.13394,0.2293,71.96,-0.2831,0.0954,0.3785,734.3806,0.172164,-273.744309,-273.737277,-273.736332,-273.774697,CC1C2CC1(C)C2,"InChI=1S/C7H12/c1-5-6-3-7(5,2)4-6/h5-6H,3-4H2,1-2H3"
gdb_1898,3.71321,2.76573,2.16613,1.9158,64.46,-0.2295,0.0894,0.3189,701.7911,0.147485,-309.66019,-309.653234,-309.65229,-309.69058,CC1C2CC1(C)O2,"InChI=1S/C6H10O/c1-4-5-3-6(4,2)7-5/h4-5H,3H2,1-2H3"
gdb_1899,3.55371,2.90741,2.1987,1.169,64.45,-0.2568,0.0813,0.3381,687.8277,0.148672,-309.671865,-309.665127,-309.664182,-309.701988,CC1C2CC1(O)C2,"InChI=1S/C6H10O/c1-4-5-2-6(4,7)3-5/h4-5,7H,2-3H2,1H3"
gdb_1900,3.56857,2.86064,2.14937,1.9019,68.19,-0.2222,0.0866,0.3089,714.8329,0.160466,-289.769718,-289.762735,-289.76179,-289.800169,CC1N2CC1(C)C2,"InChI=1S/C6H11N/c1-5-6(2)3-7(5)4-6/h5H,3-4H2,1-2H3"
gdb_1901,3.65023,2.95308,2.21579,1.5553,61.08,-0.2406,0.0709,0.3115,667.924,0.13707,-325.699665,-325.693006,-325.692062,-325.7298,CC1N2CC1(O)C2,"InChI=1S/C5H9NO/c1-4-5(7)2-6(4)3-5/h4,7H,2-3H2,1H3"
gdb_1902,3.66332,3.02423,2.27602,1.9264,57.01,-0.2549,0.0727,0.3275,637.2812,0.125251,-345.600119,-345.593712,-345.592768,-345.629875,OC1C2CC1(O)C2,"InChI=1S/C5H8O2/c6-4-3-1-5(4,7)2-3/h3-4,6-7H,1-2H2"
gdb_1903,5.92556,2.15082,1.89947,2.5921,58.63,-0.2409,-0.0197,0.2212,692.7493,0.113376,-324.55724,-324.550872,-324.549928,-324.587289,CC12CC(=O)C1N2,"InChI=1S/C5H7NO/c1-5-2-3(7)4(5)6-5/h4,6H,2H2,1H3"
gdb_1904,6.26209,2.14472,1.89435,3.2317,54.64,-0.2432,-0.0269,0.2164,680.5569,0.100141,-344.433943,-344.427581,-344.426636,-344.464028,CC12CC(=O)C1O2,"InChI=1S/C5H6O2/c1-5-2-3(6)4(5)7-5/h4H,2H2,1H3"
gdb_1905,5.71776,2.33501,1.97675,3.0639,59.57,-0.2574,0.0223,0.2797,677.5116,0.113328,-324.555249,-324.548951,-324.548007,-324.585094,CC12CC1C(=N)O2,"InChI=1S/C5H7NO/c1-5-2-3(5)4(6)7-5/h3,6H,2H2,1H3"
gdb_1906,5.57165,2.1507,1.89008,3.5071,62.13,-0.2378,-0.005,0.2328,711.9686,0.124714,-308.516808,-308.510297,-308.509353,-308.546939,CC12CC1C(=O)C2,"InChI=1S/C6H8O/c1-6-2-4(6)5(7)3-6/h4H,2-3H2,1H3"
gdb_1907,5.94592,2.23038,1.91951,3.9568,58.22,-0.2431,0.0119,0.2549,684.8097,0.113757,-324.576206,-324.569924,-324.56898,-324.606,CC12CC1C(=O)N2,"InChI=1S/C5H7NO/c1-5-2-3(5)4(7)6-5/h3H,2H2,1H3,(H,6,7)"
gdb_1908,5.75701,2.35071,1.99359,4.4405,54.23,-0.2727,0.0039,0.2766,658.0128,0.101312,-344.458979,-344.452841,-344.451897,-344.488754,CC12CC1C(=O)O2,"InChI=1S/C5H6O2/c1-5-2-3(5)4(6)7-5/h3H,2H2,1H3"
gdb_1909,5.86536,2.25478,1.97308,4.1201,57.82,-0.2458,-0.0083,0.2375,677.1084,0.112973,-324.564634,-324.558215,-324.557271,-324.594681,CC12CN1C(=O)C2,"InChI=1S/C5H7NO/c1-5-2-4(7)6(5)3-5/h2-3H2,1H3"
gdb_1910,5.83122,2.19878,1.89626,4.0266,55.15,-0.2383,-0.0084,0.2299,667.7782,0.100746,-344.436348,-344.430001,-344.429057,-344.466377,OC12CC1C(=O)C2,"InChI=1S/C5H6O2/c6-4-2-5(7)1-3(4)5/h3,7H,1-2H2"
gdb_1911,5.99311,2.09496,1.84293,2.6597,60.73,-0.2454,0.0697,0.3151,728.2412,0.136955,-325.736331,-325.729427,-325.728483,-325.766735,CC12CC(O)C1N2,"InChI=1S/C5H9NO/c1-5-2-3(7)4(5)6-5/h3-4,6-7H,2H2,1H3"
gdb_1912,6.1839,2.1237,1.87655,2.2367,56.77,-0.2469,0.0811,0.328,707.5833,0.124283,-345.619715,-345.613034,-345.612089,-345.649948,CC12CC(O)C1O2,"InChI=1S/C5H8O2/c1-5-2-3(6)4(5)7-5/h3-4,6H,2H2,1H3"
gdb_1913,5.72782,2.06265,1.8091,1.4534,64.36,-0.2448,0.078,0.3228,752.6671,0.148174,-309.691584,-309.684513,-309.683569,-309.722094,CC12CC1C(O)C2,"InChI=1S/C6H10O/c1-6-2-4(6)5(7)3-6/h4-5,7H,2-3H2,1H3"
gdb_1914,5.56538,2.00293,1.76351,0.3049,71.49,-0.2416,0.0919,0.3336,806.6267,0.171642,-273.765901,-273.758554,-273.75761,-273.7966,CC1CC2(C)CC12,"InChI=1S/C7H12/c1-5-3-7(2)4-6(5)7/h5-6H,3-4H2,1-2H3"
gdb_1915,6.02812,2.05723,1.8213,1.8176,64.3,-0.2433,0.0925,0.3357,762.781,0.147372,-309.693538,-309.686393,-309.685449,-309.724128,CC1CC2(C)OC12,"InChI=1S/C6H10O/c1-4-3-6(2)5(4)7-6/h4-5H,3H2,1-2H3"
gdb_1916,5.69634,2.04985,1.80069,1.0968,63.93,-0.2465,0.083,0.3295,755.4915,0.147979,-309.688191,-309.681127,-309.680183,-309.718614,CC1CC2(O)CC12,"InChI=1S/C6H10O/c1-4-2-6(7)3-5(4)6/h4-5,7H,2-3H2,1H3"
gdb_1917,5.64156,2.16526,1.87881,1.5149,64.44,-0.227,0.0916,0.3186,748.243,0.147393,-309.688569,-309.681458,-309.680514,-309.719077,CC1OC2(C)CC12,"InChI=1S/C6H10O/c1-4-5-3-6(5,2)7-4/h4-5H,3H2,1-2H3"
gdb_1918,5.95499,2.14442,1.86806,1.9799,61.03,-0.2034,0.0781,0.2816,720.1263,0.136093,-325.717725,-325.710794,-325.70985,-325.748014,CN1CC2(O)CC12,"InChI=1S/C5H9NO/c1-6-3-5(7)2-4(5)6/h4,7H,2-3H2,1H3"
gdb_1919,5.86137,2.11734,1.85161,1.5198,56.84,-0.2459,0.0733,0.3193,701.3333,0.124521,-345.613396,-345.606614,-345.60567,-345.643626,OC1CC2(O)CC12,"InChI=1S/C5H8O2/c6-4-2-5(7)1-3(4)5/h3-4,6-7H,1-2H2"
gdb_1920,4.64219,2.84168,2.44488,0.1766,68.19,-0.2212,0.018,0.2391,643.7864,0.14978,-272.554824,-272.548828,-272.547883,-272.584029,CC12CC(C1)C=C2,"InChI=1S/C7H10/c1-7-3-2-6(4-7)5-7/h2-3,6H,4-5H2,1H3"
gdb_1921,4.83714,2.98381,2.5468,1.6938,60.4,-0.2315,0.0033,0.2348,602.1921,0.125388,-308.474441,-308.468592,-308.467648,-308.503585,CC12CC(O1)C=C2,"InChI=1S/C6H8O/c1-6-3-2-5(4-6)7-6/h2-3,5H,4H2,1H3"
gdb_1922,4.72346,2.93915,2.51958,1.2762,60.66,-0.2275,0.0119,0.2394,597.6453,0.126188,-308.480308,-308.474602,-308.473658,-308.50924,OC12CC(C1)C=C2,"InChI=1S/C6H8O/c7-6-2-1-5(3-6)4-6/h1-2,5,7H,3-4H2"
gdb_1923,4.4049,2.67365,2.32017,0.0761,70.65,-0.2863,0.0864,0.3726,690.2392,0.174209,-273.786179,-273.779919,-273.778975,-273.815657,CC12CC(C1)CC2,"InChI=1S/C7H12/c1-7-3-2-6(4-7)5-7/h6H,2-5H2,1H3"
gdb_1924,4.53301,2.84755,2.4591,1.4706,63.75,-0.2332,0.0911,0.3243,641.9353,0.149911,-309.705795,-309.699753,-309.698809,-309.73513,CC12CC(C1)CO2,"InChI=1S/C6H10O/c1-6-2-5(3-6)4-7-6/h5H,2-4H2,1H3"
gdb_1925,4.60054,2.74164,2.39843,1.7581,63.42,-0.2348,0.0844,0.3193,648.2453,0.149988,-309.702237,-309.696182,-309.695238,-309.731606,CC12CC(C1)OC2,"InChI=1S/C6H10O/c1-6-2-5(3-6)7-4-6/h5H,2-4H2,1H3"
gdb_1926,4.59129,2.79856,2.42096,1.5838,63.25,-0.2399,0.0895,0.3293,647.4824,0.149831,-309.710255,-309.704117,-309.703173,-309.739703,CC12CC(CC1)O2,"InChI=1S/C6H10O/c1-6-3-2-5(4-6)7-6/h5H,2-4H2,1H3"
gdb_1927,4.46944,2.76362,2.38599,1.3359,63.15,-0.251,0.0769,0.3279,643.4104,0.150699,-309.712046,-309.706065,-309.705121,-309.741282,OC12CC(C1)CC2,"InChI=1S/C6H10O/c7-6-2-1-5(3-6)4-6/h5,7H,1-4H2"
gdb_1928,4.67193,2.83282,2.4679,1.3145,56.05,-0.2408,0.0612,0.302,602.1286,0.126423,-345.625804,-345.620051,-345.619106,-345.654893,OC12CC(C1)OC2,"InChI=1S/C5H8O2/c6-5-1-4(2-5)7-3-5/h4,6H,1-3H2"
gdb_1929,3.34607,2.80179,2.09115,0.3154,71.88,-0.2351,0.0889,0.3241,747.3911,0.171348,-273.769835,-273.762367,-273.761423,-273.800602,CC12CC1(C)CC2,"InChI=1S/C7H12/c1-6-3-4-7(6,2)5-6/h3-5H2,1-2H3"
gdb_1930,3.5959,2.77449,2.16591,1.7772,64.57,-0.224,0.0877,0.3117,706.6212,0.147212,-309.68728,-309.680011,-309.679067,-309.717983,CC12CC1(C)OC2,"InChI=1S/C6H10O/c1-5-3-6(5,2)7-4-5/h3-4H2,1-2H3"
gdb_1931,3.41345,2.89401,2.14953,1.0365,64.6,-0.2387,0.0827,0.3214,701.3287,0.147743,-309.692993,-309.68579,-309.684845,-309.723541,CC12CC1(O)CC2,"InChI=1S/C6H10O/c1-5-2-3-6(5,7)4-5/h7H,2-4H2,1H3"
gdb_1932,3.67706,2.8532,2.21604,2.025,57.49,-0.2261,0.0729,0.2989,662.1094,0.123614,-345.608535,-345.601588,-345.600644,-345.638911,CC12CC1(O)CO2,"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3"
gdb_1933,3.43423,2.88908,2.08348,1.8269,68.51,-0.2138,0.0774,0.2912,727.6135,0.159861,-289.811983,-289.804635,-289.803691,-289.842653,CC12CCC1(C)N2,"InChI=1S/C6H11N/c1-5-3-4-6(5,2)7-5/h7H,3-4H2,1-2H3"
gdb_1934,3.51746,2.94597,2.07811,1.8352,64.63,-0.237,0.0953,0.3324,712.6813,0.14687,-309.700336,-309.693007,-309.692063,-309.731059,CC12CCC1(C)O2,"InChI=1S/C6H10O/c1-5-3-4-6(5,2)7-5/h3-4H2,1-2H3"
gdb_1935,3.58459,2.88171,2.16533,2.0516,57.36,-0.2216,0.0728,0.2944,661.756,0.12389,-345.61283,-345.605786,-345.604842,-345.64342,OC12CC1(O)CC2,"InChI=1S/C5H8O2/c6-4-1-2-5(4,7)3-4/h6-7H,1-3H2"
gdb_1936,8.14965,1.67762,1.58511,2.4327,58.39,-0.2697,0.0067,0.2764,762.1666,0.089386,-323.336196,-323.329782,-323.328838,-323.366608,N=C1CC(O1)C#C,"InChI=1S/C5H5NO/c1-2-4-3-5(6)7-4/h1,4,6H,3H2"
gdb_1937,8.16794,1.69622,1.6012,2.7802,53.21,-0.2928,-0.016,0.2768,736.5782,0.078945,-339.438949,-339.432887,-339.431943,-339.46916,N=C1CC(O1)C#N,"InChI=1S/C4H4N2O/c5-2-3-1-4(6)7-3/h3,6H,1H2"
gdb_1938,8.81385,1.5332,1.42043,2.1494,60.68,-0.2472,-0.0263,0.2209,818.965,0.099791,-307.291354,-307.284574,-307.283629,-307.322289,O=C1CC(C1)C#C,"InChI=1S/C6H6O/c1-2-5-3-6(7)4-5/h1,5H,3-4H2"
gdb_1939,8.74402,1.55131,1.43631,2.2107,55.56,-0.2676,-0.0438,0.2238,791.5046,0.089595,-323.398064,-323.391666,-323.390722,-323.428819,O=C1CC(C1)C#N,"InChI=1S/C5H5NO/c6-3-4-1-5(7)2-4/h4H,1-2H2"
gdb_1940,7.95712,1.63331,1.55779,3.3428,57.29,-0.2543,0.0197,0.274,768.6877,0.089343,-323.360126,-323.353484,-323.35254,-323.390922,O=C1CC(N1)C#C,"InChI=1S/C5H5NO/c1-2-4-3-5(7)6-4/h1,4H,3H2,(H,6,7)"
gdb_1941,8.25538,1.68472,1.59494,3.8907,53.22,-0.2784,0.0006,0.279,741.7742,0.077382,-343.240623,-343.23439,-343.233446,-343.270891,O=C1CC(O1)C#C,"InChI=1S/C5H4O2/c1-2-4-3-5(6)7-4/h1,4H,3H2"
gdb_1942,8.31485,1.70163,1.60861,3.6205,48.21,-0.3048,-0.0226,0.2823,716.9356,0.066943,-359.342366,-359.336482,-359.335537,-359.372435,O=C1CC(O1)C#N,"InChI=1S/C4H3NO2/c5-2-3-1-4(6)7-3/h3H,1H2"
gdb_1943,6.39686,1.89294,1.7147,3.3779,52.74,-0.2656,-0.0433,0.2222,716.6084,0.089255,-360.512026,-360.505631,-360.504687,-360.542899,N=C1CC(O1)C=O,"InChI=1S/C4H5NO2/c5-4-1-3(2-6)7-4/h2-3,5H,1H2"
gdb_1944,9.57352,1.4315,1.31895,0.4688,56.48,-0.2604,-0.0344,0.226,847.3086,0.099769,-344.469516,-344.462773,-344.461829,-344.500826,O=CC1CC(=O)C1,"InChI=1S/C5H6O2/c6-3-4-1-5(7)2-4/h3-4H,1-2H2"
gdb_1945,6.17362,1.87492,1.69231,3.8041,51.87,-0.2595,-0.0431,0.2164,717.5531,0.089433,-360.538828,-360.532323,-360.531379,-360.569716,O=CC1CC(=O)N1,"InChI=1S/C4H5NO2/c6-2-3-1-4(7)5-3/h2-3H,1H2,(H,5,7)"
gdb_1946,6.42998,1.91271,1.74179,4.8676,47.88,-0.2766,-0.0503,0.2263,693.6514,0.077251,-380.415966,-380.409727,-380.408783,-380.446784,O=CC1CC(=O)O1,"InChI=1S/C4H4O3/c5-2-3-1-4(6)7-3/h2-3H,1H2"
gdb_1947,9.18247,1.61359,1.40562,2.2008,53.31,-0.2609,-0.0482,0.2127,787.1285,0.089185,-360.530885,-360.524349,-360.523405,-360.562089,O=CN1CC(=O)C1,"InChI=1S/C4H5NO2/c6-3-5-1-4(7)2-5/h3H,1-2H2"
gdb_1948,8.12432,1.46687,1.38058,0.8831,70.76,-0.253,0.052,0.3049,911.2808,0.147597,-272.544482,-272.536998,-272.536054,-272.575756,CC1CC(C1)C#C,"InChI=1S/C7H10/c1-3-7-4-6(2)5-7/h1,6-7H,4-5H2,2H3"
gdb_1949,8.13555,1.47874,1.38975,4.3248,65.32,-0.3031,0.0307,0.3338,884.2992,0.1375,-288.653294,-288.646192,-288.645248,-288.684412,CC1CC(C1)C#N,"InChI=1S/C6H9N/c1-5-2-6(3-5)4-7/h5-6H,2-3H2,1H3"
gdb_1950,8.68697,1.5115,1.416,4.9629,61.78,-0.2491,0.0181,0.2672,857.3534,0.126064,-304.691748,-304.684761,-304.683817,-304.722776,CC1CC(N1)C#N,"InChI=1S/C5H8N2/c1-4-2-5(3-6)7-4/h4-5,7H,2H2,1H3"
gdb_1951,8.53206,1.55615,1.46178,1.7829,63.48,-0.2522,0.026,0.2782,851.7717,0.12356,-308.467642,-308.460336,-308.459392,-308.499218,CC1CC(O1)C#C,"InChI=1S/C6H8O/c1-3-6-4-5(2)7-6/h1,5-6H,4H2,2H3"
gdb_1952,8.46064,1.57516,1.48102,4.4437,58.19,-0.2781,0.0038,0.2819,823.6716,0.113284,-324.573632,-324.566693,-324.565749,-324.604927,CC1CC(O1)C#N,"InChI=1S/C5H7NO/c1-4-2-5(3-6)7-4/h4-5H,2H2,1H3"
gdb_1953,7.72364,1.5112,1.45166,3.6113,62.74,-0.2348,0.0245,0.2593,853.6152,0.125823,-304.686811,-304.679865,-304.678921,-304.71775,CN1CC(C1)C#N,"InChI=1S/C5H8N2/c1-7-3-5(2-6)4-7/h5H,3-4H2,1H3"
gdb_1954,6.78626,1.55044,1.52269,1.4885,62.85,-0.2555,0.0467,0.3022,831.0734,0.124204,-308.469081,-308.461956,-308.461012,-308.500053,OC1CC(C1)C#C,"InChI=1S/C6H8O/c1-2-5-3-6(7)4-5/h1,5-7H,3-4H2"
gdb_1955,7.11335,1.56205,1.51535,3.4877,57.94,-0.2768,0.0312,0.308,807.4133,0.113854,-324.577613,-324.570767,-324.569823,-324.608547,OC1CC(C1)C#N,"InChI=1S/C5H7NO/c6-3-4-1-5(7)2-4/h4-5,7H,1-2H2"
gdb_1956,7.45043,1.39811,1.34015,3.0097,65.49,-0.245,-0.0211,0.2238,930.7486,0.147503,-309.722373,-309.714878,-309.713934,-309.754416,CC1CC(C1)C=O,"InChI=1S/C6H10O/c1-5-2-6(3-5)4-7/h4-6H,2-3H2,1H3"
gdb_1957,7.74872,1.5955,1.45819,2.1092,57.62,-0.2428,-0.0304,0.2124,839.2452,0.123321,-345.646965,-345.639631,-345.638687,-345.679153,CC1CC(O1)C=O,"InChI=1S/C5H8O2/c1-4-2-5(3-6)7-4/h3-5H,2H2,1H3"
gdb_1958,7.31115,1.54713,1.40089,4.3386,63.33,-0.2386,0.0278,0.2664,879.5528,0.136847,-325.790782,-325.783318,-325.782374,-325.823431,CC1CN(C1)C=O,"InChI=1S/C5H9NO/c1-5-2-6(3-5)4-7/h4-5H,2-3H2,1H3"
gdb_1959,8.09937,1.41001,1.34165,2.352,58.03,-0.2509,-0.0229,0.228,878.0989,0.123924,-345.646914,-345.639701,-345.638757,-345.67851,OC1CC(C1)C=O,"InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h3-5,7H,1-2H2"
gdb_1960,7.86939,1.55277,1.3938,5.0584,56.39,-0.2411,0.0243,0.2654,834.4061,0.113161,-361.712798,-361.705598,-361.704654,-361.745193,OC1CN(C1)C=O,"InChI=1S/C4H7NO2/c6-3-5-1-4(7)2-5/h3-4,7H,1-2H2"
gdb_1961,6.98282,1.65194,1.46159,2.3552,64.23,-0.2449,0.0348,0.2797,872.6199,0.135949,-325.781161,-325.773546,-325.772601,-325.813146,CN=C1CC(C)O1,"InChI=1S/C5H9NO/c1-4-3-5(6-2)7-4/h4H,3H2,1-2H3"
gdb_1962,6.85766,1.62409,1.43308,2.8517,62.59,-0.2592,0.0306,0.2898,871.1532,0.136814,-325.787161,-325.779995,-325.779051,-325.818536,CCC1CC(=N)O1,"InChI=1S/C5H9NO/c1-2-4-3-5(6)7-4/h4,6H,2-3H2,1H3"
